customer_id,first_name,last_name,email,home_zipcode,borough,preferred_channel,last_visit_date,visit_frequency,avg_order_value,dietary_prefs,interests
C148,Robert,Hart,r.hart@email.com,10011,Manhattan,email,2025-11-20,occasional,14.30,none,coffee
C149,Kinsley,Chavez,kinsley.chavez@email.com,10003,Manhattan,SMS,2025-11-18,occasional,12.85,gluten-free,pastries
C150,Everett,Fleming,everett.fleming@email.com,10014,Manhattan,email,2025-11-22,occasional,17.40,none,"coffee,pastries"
C151,Gianna,Fields,gianna.fields@email.com,10009,Manhattan,email,2025-11-15,occasional,13.20,none,coffee
C152,Jeremiah,Castaneda,jeremiah.c@email.com,10012,Manhattan,email,2025-11-19,occasional,15.60,vegan,"coffee,seasonal events"
C153,Isabelle,Rhodes,isabelle.rhodes@email.com,10014,Manhattan,SMS,2025-11-21,occasional,11.45,none,pastries
C154,Kayden,Pierce,kayden.pierce@email.com,10013,Manhattan,email,2025-11-17,occasional,14.90,gluten-free,coffee
C155,Valentina,Davenport,valentina.d@email.com,10011,Manhattan,email,2025-11-23,occasional,16.25,none,"coffee,pastries"
C156,Bryson,Armstrong,bryson.armstrong@email.com,10014,Manhattan,email,2025-11-16,occasional,12.70,none,coffee
C157,Jasmine,Vega,jasmine.vega@email.com,10012,Manhattan,SMS,2025-11-20,occasional,15.35,vegan,pastries
C158,Jordan,Singleton,jordan.singleton@email.com,10003,Manhattan,email,2025-11-18,occasional,13.95,none,"coffee,pastries"
C159,Morgan,Warren,morgan.warren@email.com,10014,Manhattan,email,2025-11-22,occasional,17.80,gluten-free,"coffee,seasonal events"
C160,Sawyer,Norton,sawyer.norton@email.com,10009,Manhattan,email,2025-11-15,occasional,11.60,none,coffee
C161,Emilia,Becker,emilia.becker@email.com,10011,Manhattan,SMS,2025-11-19,occasional,14.50,none,pastries
C162,Miles,Bowman,miles.bowman@email.com,10014,Manhattan,email,2025-11-21,occasional,16.90,vegan,"coffee,pastries"
C163,Quinn,Patrick,quinn.patrick@email.com,10013,Manhattan,email,2025-11-17,occasional,12.25,none,coffee
C164,Greyson,Moran,greyson.moran@email.com,10012,Manhattan,email,2025-11-23,occasional,15.70,gluten-free,"coffee,seasonal events"
C165,Luna,Knight,luna.knight@email.com,10014,Manhattan,SMS,2025-11-14,occasional,13.40,none,pastries
C166,Ezra,Moon,ezra.moon@email.com,10011,Manhattan,email,2025-11-20,occasional,17.15,none,"coffee,pastries"
C167,Ellie,Mccarthy,ellie.mccarthy@email.com,10003,Manhattan,email,2025-11-18,occasional,11.85,vegan,coffee
C168,Wesley,Stone,wesley.stone@email.com,10014,Manhattan,email,2025-11-22,occasional,14.60,none,"coffee,pastries"
C169,Naomi,Stokes,naomi.stokes@email.com,10009,Manhattan,SMS,2025-11-16,occasional,16.35,gluten-free,pastries
C170,Maxwell,Lamb,maxwell.lamb@email.com,10012,Manhattan,email,2025-11-19,occasional,12.95,none,coffee
C171,Ariana,Barton,ariana.barton@email.com,10014,Manhattan,email,2025-11-21,occasional,15.50,none,"coffee,seasonal events"
C172,Lincoln,Dennis,lincoln.dennis@email.com,10013,Manhattan,email,2025-11-17,occasional,13.70,vegan,pastries
C173,Sarah,Valdez,s.valdez@email.com,10011,Manhattan,SMS,2025-11-23,occasional,17.25,none,"coffee,pastries"
C174,Hunter,Santiago,hunter.santiago@email.com,10014,Manhattan,email,2025-11-15,occasional,11.50,gluten-free,coffee
C175,Lydia,Hampton,lydia.hampton@email.com,10012,Manhattan,email,2025-11-20,occasional,14.80,none,pastries
C176,Asher,Frank,asher.frank@email.com,10003,Manhattan,email,2025-11-18,occasional,16.40,none,"coffee,pastries"
C177,Cora,Nash,cora.nash@email.com,10014,Manhattan,SMS,2025-11-22,occasional,12.60,vegan,"coffee,seasonal events"
C178,Silas,Mann,silas.mann@email.com,10009,Manhattan,email,2025-11-16,occasional,15.20,none,coffee
C179,Brielle,Malone,brielle.malone@email.com,10011,Manhattan,email,2025-11-19,occasional,13.35,gluten-free,pastries
C180,Jaxson,Carey,jaxson.carey@email.com,10014,Manhattan,email,2025-11-21,occasional,17.95,none,"coffee,pastries"
C181,Delilah,Bernard,delilah.bernard@email.com,10013,Manhattan,SMS,2025-11-17,occasional,11.20,none,coffee
C182,Parker,Bates,parker.bates@email.com,10012,Manhattan,email,2025-11-23,occasional,14.45,vegan,"coffee,seasonal events"
C183,Athena,Kelley,athena.kelley@email.com,10014,Manhattan,email,2025-11-14,occasional,16.70,none,"coffee,pastries"
C184,Roman,Cannon,roman.cannon@email.com,10011,Manhattan,email,2025-11-20,occasional,12.90,gluten-free,pastries
C185,Melody,Quinn,melody.quinn@email.com,10003,Manhattan,SMS,2025-11-18,occasional,15.55,none,coffee
C186,Ryder,Stephens,ryder.stephens@email.com,10014,Manhattan,email,2025-11-22,occasional,13.25,none,"coffee,pastries"
C187,Eva,Jarvis,eva.jarvis@email.com,10009,Manhattan,email,2025-11-16,occasional,17.60,vegan,"pastries,seasonal events"
C188,Axel,Weaver,axel.weaver@email.com,10012,Manhattan,email,2025-11-19,occasional,11.95,none,coffee
C189,Nova,Aguilar,nova.aguilar@email.com,10014,Manhattan,SMS,2025-11-21,occasional,14.70,gluten-free,"coffee,pastries"
C190,Declan,Cortez,declan.cortez@email.com,10013,Manhattan,email,2025-11-17,occasional,16.15,none,coffee
C191,Iris,Blake,iris.blake@email.com,10011,Manhattan,email,2025-11-23,occasional,12.40,none,pastries
C192,Cole,Gross,cole.gross@email.com,10014,Manhattan,email,2025-11-15,occasional,15.85,vegan,"coffee,seasonal events"
C193,Peyton,Lloyd,peyton.lloyd@email.com,10012,Manhattan,SMS,2025-11-20,occasional,13.60,none,"coffee,pastries"
C194,Grayson,Marsh,grayson.marsh@email.com,10003,Manhattan,email,2025-11-18,occasional,17.30,gluten-free,coffee
C195,Jade,Gallagher,jade.gallagher@email.com,10014,Manhattan,email,2025-11-22,occasional,11.75,none,pastries
C196,Tucker,Hogan,tucker.hogan@email.com,10009,Manhattan,email,2025-11-16,occasional,14.50,none,"coffee,pastries"
C197,Emery,Walls,emery.walls@email.com,10011,Manhattan,SMS,2025-11-19,occasional,16.95,vegan,coffee
C198,Beckett,Dawson,beckett.dawson@email.com,10014,Manhattan,email,2025-11-21,occasional,12.20,none,"coffee,seasonal events"
C199,Raelynn,Koch,raelynn.koch@email.com,10013,Manhattan,email,2025-11-17,occasional,15.40,gluten-free,pastries
C200,Beau,Roth,beau.roth@email.com,10012,Manhattan,email,2025-11-23,occasional,13.80,none,"coffee,pastries"
C201,Adalynn,English,adalynn.english@email.com,10014,Manhattan,SMS,2025-11-14,occasional,17.55,none,coffee
C202,Myles,Moses,myles.moses@email.com,10011,Manhattan,email,2025-11-20,occasional,11.35,vegan,pastries
C203,Aurora,Reeves,aurora.reeves@email.com,10003,Manhattan,email,2025-11-18,occasional,14.90,none,"coffee,pastries"
C204,Rowan,Kerr,rowan.kerr@email.com,10014,Manhattan,email,2025-11-22,occasional,16.60,gluten-free,"coffee,seasonal events"
C205,Josephine,Prince,josephine.prince@email.com,10009,Manhattan,SMS,2025-11-15,occasional,12.75,none,coffee
C206,Kingston,Buck,kingston.buck@email.com,10012,Manhattan,email,2025-11-19,occasional,15.30,none,pastries
C207,Katherine,Massey,katherine.massey@email.com,10014,Manhattan,email,2025-11-21,occasional,13.95,vegan,"coffee,pastries"
C208,Camden,Mathews,camden.mathews@email.com,10013,Manhattan,email,2025-11-17,occasional,17.70,none,"coffee,seasonal events"
C209,Blake,Lyons,blake.lyons@email.com,10011,Manhattan,SMS,2025-11-23,occasional,11.55,gluten-free,coffee
C210,Margot,Robles,margot.robles@email.com,10014,Manhattan,email,2025-11-16,occasional,14.25,none,pastries
C211,Carlos,Vincent,carlos.vincent@email.com,10012,Manhattan,email,2025-11-20,occasional,16.80,none,"coffee,pastries"
C212,Ophelia,Stevenson,ophelia.s@email.com,10003,Manhattan,email,2025-11-18,occasional,12.50,vegan,coffee
C213,Travis,Villarreal,travis.v@email.com,10014,Manhattan,SMS,2025-11-22,occasional,15.65,none,"coffee,seasonal events"
C214,Cecilia,Underwood,cecilia.u@email.com,10009,Manhattan,email,2025-11-14,occasional,13.30,gluten-free,pastries
C215,Jesse,Conway,jesse.conway@email.com,10011,Manhattan,email,2025-11-19,occasional,17.45,none,"coffee,pastries"
C216,Carmen,Bolton,carmen.bolton@email.com,10014,Manhattan,email,2025-11-21,rare,9.50,none,coffee
C217,Tristan,Casey,tristan.casey@email.com,10013,Manhattan,SMS,2025-10-28,rare,7.80,vegan,pastries
C218,Mariah,Sparks,mariah.sparks@email.com,10012,Manhattan,email,2025-10-15,rare,11.20,none,coffee
C219,Kyle,Shannon,kyle.shannon@email.com,10014,Manhattan,email,2025-09-22,rare,8.95,gluten-free,pastries
C220,Elise,Pierce,elise.pierce@email.com,10011,Manhattan,SMS,2025-10-31,rare,10.40,none,"coffee,pastries"
C221,Derek,Branch,derek.branch@email.com,10003,Manhattan,email,2025-11-05,rare,9.75,none,coffee
C222,Lila,Gaines,lila.gaines@email.com,10014,Manhattan,email,2025-09-18,rare,12.30,vegan,"coffee,seasonal events"
C223,Trevor,Hull,trevor.hull@email.com,10009,Manhattan,email,2025-10-20,rare,8.60,none,pastries
C224,Camila,Osborne,camila.osborne@email.com,10012,Manhattan,SMS,2025-11-08,rare,11.85,gluten-free,coffee
C225,Edgar,Mullins,edgar.mullins@email.com,10014,Manhattan,email,2025-09-25,rare,7.25,none,pastries
